f_activity_classification_cardio_!=,f_activity_classification_mixed_!=,f_activity_classification_other_!=,f_activity_classification_strength_!=,f_pa_activity_duration_min_<,f_pa_activity_intensity_kcal_per_min_<,f_pa_activity_time_of_day_hour_sin_<,f_pa_activity_time_of_day_hour_cos_<,f_pa_time_since_prev_pa_event_hr_<,f_glucose_variability_lback_24h_<,f_lbgi_lback_24h_<,f_glucose_roc_lback_30min_<,f_glucose_start_<,f_iob_start_<,f_demographics_age_<,f_clinical_years_with_t1d_<,f_activity_classification_cardio_=,f_activity_classification_mixed_=,f_activity_classification_other_=,f_activity_classification_strength_=,f_pa_activity_duration_min_>=,f_pa_activity_intensity_kcal_per_min_>=,f_pa_activity_time_of_day_hour_sin_>=,f_pa_activity_time_of_day_hour_cos_>=,f_pa_time_since_prev_pa_event_hr_>=,f_glucose_variability_lback_24h_>=,f_lbgi_lback_24h_>=,f_glucose_roc_lback_30min_>=,f_glucose_start_>=,f_iob_start_>=,f_demographics_age_>=,f_clinical_years_with_t1d_>=,precision,recall,accuracy
,,,,,,,,,,,,73.0782,,29.0,,,,,,,,,,,,,-0.3449760000000003,69.93936,,,,0.9228187919463087,1.0,0.9228187919463087
,,,,,,,,,,3.6193601691271344,,89.92211745493765,,18.0,,,,,,,,,,,,,,73.0782,,,,0.9229050279329609,1.0,0.9229050279329609
,,,,,,,,,,3.6193601691271344,-0.4662660000000002,77.93244,,,,,,,,,,,,,,,,73.0782,,18.0,,0.9268841394825647,1.0,0.9268841394825647
,,,,,,,,,,3.6193601691271344,-0.3996539999999996,89.92211745493765,,,,,,,,,,,,,0.3040128468442309,,-0.4662660000000002,73.0782,,18.0,,0.921875,1.0,0.921875
,,,,,,,,8.166666666666666,,3.6193601691271344,,89.92211745493765,,,,,,,,,,,,,,1.2708670426998503,-0.3996539999999996,73.0782,,18.0,,0.9235955056179775,1.0,0.9235955056179775
,,,,,,,,,,,,89.92211745493765,,,,,,,,,,,,,,3.6193601691271344,,73.0782,,,,0.9225589225589226,1.0,0.9225589225589226
,,,,54.61666666666667,,,,,,,,100.24649999999998,,,,,,,,,,,,,,3.8228983575666944,,89.92211745493765,,,,0.9228187919463087,1.0,0.9228187919463087
,,,,,,,,,0.2066903197619021,,,73.0782,,29.0,,,,,,,5.778607588547927,,,,,,-0.3449760000000003,69.93936,3.810582451214328,27.0,,0.921875,1.0,0.921875
,,,,,,,,,,,,73.0782,,29.0,,,,,,,5.778607588547927,,,,0.2066903197619021,,-0.3449760000000003,69.93936,,27.0,,0.921875,1.0,0.921875
,,,,,,,,,,,,73.60296,,,,,,,,,2.865672059732576,,,,,,,,1.7493792273540634,,,0.9427917620137299,1.0,0.9427917620137299
,,,,,,,,,,,,89.92211745493765,4.279542937105024,,,,,,,104.69823881785076,,,,,,,,73.60296,,,,0.921875,1.0,0.921875
,,,,,7.184518979901414,,,,0.3887513209598759,,,89.92211745493765,,,,,,,,20.00558582941691,,,,,,,,73.60296,4.279542937105024,,,0.9255079006772009,1.0,0.9255079006772009
,,,,56.61614900032679,,,,,,3.3551073086954446,-2.397918,,,,,,,,,21.183333333333334,,,,,,,,89.92211745493765,,,,0.9228187919463087,1.0,0.9228187919463087
,,,,56.61614900032679,,,,,,,-0.965826,,,,,,,,,,,,,,,3.3551073086954446,,89.92211745493765,,,,0.9229050279329609,1.0,0.9229050279329609
,,,,56.61614900032679,,,,,,,,100.24649999999998,,,,,,,,,,,,,,3.3551073086954446,-0.965826,89.92211745493765,,,,0.9227323628219485,1.0,0.9227323628219485
,,,,76.25,,-0.007748597698565327,,,,,,,,27.0,,,,,,56.61614900032679,5.551954277077292,,,,,,,89.92211745493765,,,,0.9217002237136466,1.0,0.9217002237136466
,,,,,,,,,,,0.2331299999999994,,,29.0,,,,,,56.61614900032679,5.551954277077292,,,,,,,89.92211745493765,,27.0,,0.921612541993281,1.0,0.921612541993281
,,,,,6.6002565467014085,,,,,,,,,29.0,,,,,,56.61614900032679,5.551954277077292,,,,,,0.2331299999999994,89.92211745493765,,27.0,,0.921875,1.0,0.921875
,,,,,,,,,,,-1.0657439999999994,,,,,,,,,56.61614900032679,,,,,,,,89.92211745493765,,29.0,,0.92152466367713,1.0,0.92152466367713
,,,,56.74697418411574,,,,,,,,,,,,,,,,56.61614900032679,,,,,,,-1.0657439999999994,89.92211745493765,,29.0,,0.921875,1.0,0.921875
,,,,,,,,,0.4010173214226977,,-0.5328719999999999,77.93244,,,,,,,,,,,,,,,,,,,,0.9365079365079365,1.0,0.9365079365079365
,,,,,4.083905031795111,,,,,,-0.5328719999999999,80.92998,,,,,,,,,,,,,,,,77.93244,,,,0.921875,1.0,0.921875
,,,,,,,,,,,,66.942,,,,,,,,,,,,,,,-0.5328719999999999,,,,,0.9280898876404494,1.0,0.9280898876404494
,,,,,,,-0.8660254037844388,,,,,80.92998,,,,,,,,,,,,,,,-0.5328719999999999,66.942,,,,0.921875,1.0,0.921875
,,,,,,,,,,,,80.92998,,,,,,,,20.00558582941691,,,-0.8660254037844388,,,2.132564101479547,-0.5328719999999999,66.942,,,,0.9228187919463087,1.0,0.9228187919463087
,,,,56.61614900032679,,,,,,3.4587595593775333,-0.9325259999999987,,,,,,,,,40.0377505838871,,,,,0.4040628384763193,,,103.91004,,,,0.922645739910314,1.0,0.922645739910314
,,,,56.61614900032679,,,,,,,,129.88745999999998,,,,,,,,25.94599545001984,,,,,,3.4587595593775333,,80.92998,4.1661841114261895,,,0.9238521836506159,1.0,0.9238521836506159
,,,,57.621002566814425,,,,,,,7.401486830834377e-17,,,,,,,,,56.61614900032679,,,,,,,,80.92998,2.5942915485832323,,,0.9217877094972067,1.0,0.9217877094972067
,,,,158.73333333333332,,,,,,,7.401486830834377e-17,92.9196,,,,,,,,57.621002566814425,,,,,,,,80.92998,2.5942915485832323,,,0.9217877094972067,1.0,0.9217877094972067
,,,,158.73333333333332,,,,,,,7.401486830834377e-17,,,,0.5,,,,,57.621002566814425,,,,,,,,92.9196,2.5942915485832323,,,0.9217877094972067,1.0,0.9217877094972067
,,,,,,,,,,,7.401486830834377e-17,,,,,,,,,158.73333333333332,,,,,,,,80.92998,2.5942915485832323,,,0.921875,1.0,0.921875
,,,,,,,,,,,-0.3996539999999998,73.0782,,,,,,,,,,,,,,,,,,,,0.9365079365079365,1.0,0.9365079365079365
,,,,,,,,90.25,,,,73.0782,,,,,,,,,,,,,,,-0.3996539999999998,,2.910372269159305,,,0.9249720044792833,1.0,0.9249720044792833
,,,,,,,,,,,-0.7326959999999995,103.91000239237238,4.875940219569477,,,,,,,,,,,,,,,73.0782,,57.0,,0.9228187919463087,1.0,0.9228187919463087
,,,,,,,,,,3.3551073086954446,-0.2331359999999999,103.91000239237238,,,,,,,,26.883309266964588,,,,,0.1881779009761403,,,73.0782,4.875940219569477,,,0.9267192784667418,1.0,0.9267192784667418
,,,,,,,,,,,,103.91000239237238,,,,,,,,,,,,,,3.3551073086954446,,73.0782,4.875940219569477,,,0.9225589225589226,1.0,0.9225589225589226
,,,,277.75425207018844,,,,,,,,,,29.0,,,,,,53.9,6.875585668844567,,,,,,,103.91000239237238,3.9376205501891466,28.0,,0.921875,1.0,0.921875
,,,,61.79699141581853,,,,,,,,,,,,,,,,53.9,,,,,,1.7196608175567845,,103.91000239237238,2.1492129307430767,29.0,,0.9228187919463087,1.0,0.9228187919463087
,,,,,,,,,,,,,,,,,,,,277.75425207018844,,,,,,,,103.91000239237238,,,,0.9217877094972067,1.0,0.9217877094972067
,,,,,,,,,,,-0.0666060000000006,72.91745999999998,,,,,,,,,,,,,,,,,,,,0.9386363636363636,1.0,0.9386363636363636
,,,,,8.33615555311767,,,,,,,72.91745999999998,,,,,,,,,,,,,,,-0.0666060000000006,,,,,0.9280898876404494,1.0,0.9280898876404494
,,,,,,-0.8660254037844385,,,,,,90.92124,3.8338125442875017,,,,,,,,,,,,,,,72.91745999999998,,41.5,,0.921875,1.0,0.921875
,,,,,,,,,,,-0.5661762950866424,90.92124,,,,,,,,13.511510850985848,,,,,,,,72.91745999999998,3.8338125442875017,,,0.9266365688487584,1.0,0.9266365688487584
,,,,,,,,,,,,90.92124,,,,,,,,13.511510850985848,,,,,,2.5231861842351107,-0.5661762950866424,72.91745999999998,3.8338125442875017,,,0.9247191011235955,1.0,0.9247191011235955
,,,,,,-0.007748597698565327,,,,,,,,28.0,,,,,,65.3,6.439912474656572,,,,,,,90.92124,,,,0.921612541993281,1.0,0.921612541993281
,,,,,,,,,,,,,,29.0,,,,,,65.3,6.439912474656572,,,,0.2066903197619021,,,90.92124,,28.0,,0.921875,1.0,0.921875
,,,,,,,,,,,,66.942,,,,,,,,,,,,,,,,,,,,0.9333333333333333,1.0,0.9333333333333333
,,,,7.954571066300075,,,,,,,,73.0782,,,,,,,,,,,,,,,,66.942,,,,0.9239373601789709,1.0,0.9239373601789709
,,,,,,,,,,,-0.1665239999999992,73.0782,,,,,,,,17.872376465797426,,,,,,,,66.942,,,,0.9270482603815937,1.0,0.9270482603815937
,1.0,,,,,,,,,,,85.92551999999998,,,,,,,,16.5,,,,,,,,73.0782,2.8718420542090755,,,0.928246013667426,1.0,0.928246013667426
,,,,,,,,,,,-1.5653099999999995,,,,,,,,,48.396549950043344,,,,,,0.2239721890884588,,85.92551999999998,,,,0.922645739910314,1.0,0.922645739910314
,,,,,,,,,,,0.8992200000000001,,,28.0,4.0,,,,,48.396549950043344,,,,,,,-1.5653099999999995,85.92551999999998,,,,0.92152466367713,1.0,0.92152466367713
,,,,,,,,,,,,,4.5867664851167085,29.0,,,,,,48.396549950043344,7.836453146100607,,,,,1.1180785793922194,-1.5653099999999995,85.92551999999998,,28.0,,0.9217877094972067,1.0,0.9217877094972067
,,,,,,,,,,,,,,29.0,,,,,,48.396549950043344,,,,,,,-1.5653099999999995,85.92551999999998,4.5867664851167085,28.0,,0.9217002237136466,1.0,0.9217002237136466
,,,,158.73333333333332,,,,,,0.586906315997672,,,,,,,,,,48.396549950043344,,,,,,0.5827496054540601,-1.5653099999999995,85.92551999999998,,29.0,,0.921875,1.0,0.921875
,,,,,,,,,,,-0.5328719999999985,73.60296,,,,,,,,,,,,,,,,,,,,0.9322799097065463,1.0,0.9322799097065463
,,,,,9.49076130115814,,,,,,,73.60296,,,,,,,,,,,,,,1.1466190043910067,-0.5328719999999985,,,,,0.9342403628117913,1.0,0.9342403628117913
,,,,11.729929600159329,,,,,,,-0.4662660000000003,87.92388000000004,3.877250448500208,,,,,,,,,,,,,,,73.60296,,,,0.9228187919463087,1.0,0.9228187919463087
,,,,51.5,,,,,0.4150268527199963,,,87.92388000000004,,,,,,,,16.686517318089802,,,,,0.2596702914047501,,,73.60296,3.877250448500208,,,0.9257592800899888,1.0,0.9257592800899888
,1.0,,,,,,,,,1.4426291047498725,0.7660020000000003,,4.907931486807531,29.0,,,,,,51.5,6.206715680828062,,,21.83333333333333,,,,120.89538000000005,,,,0.921612541993281,1.0,0.921612541993281
,1.0,,,,,,,,,1.4426291047498725,0.7660020000000003,,,29.0,,,,,,51.5,6.206715680828062,,,21.83333333333333,,,,73.60296,4.907931486807531,,,0.921612541993281,1.0,0.921612541993281
,,,,,,,,,,,,,,29.0,,,,,,51.5,6.206715680828062,,,,,1.4426291047498725,,73.60296,,,,0.9221218961625283,1.0,0.9221218961625283
,,,,,,-0.4999999999999997,,,,,,,,,,,,,,51.5,,,,,0.3931749429844294,,,73.60296,,29.0,,0.921612541993281,1.0,0.921612541993281
,,,,242.08273770213128,,,,,,2.4929344984066595,-0.3330479999999994,,,,,,,,,51.5,,-0.4999999999999997,,,,1.1182256836994326,-0.5328720000000023,73.60296,,29.0,,0.9217002237136466,1.0,0.9217002237136466
,,,,,8.568536465132713,,,,0.3050601832537265,,-0.6660900000000002,73.60296,,,,,,,,,,,,,,,,,,,,0.9260089686098655,1.0,0.9260089686098655
,,,,,,,,,0.3050601832537265,,,73.60296,,,,,,,,,8.568536465132713,,,,,,,,,,,0.9229050279329609,1.0,0.9229050279329609
,,,,,,,,,,,,73.60296,,,,,,,,,,,,,0.3050601832537265,,,,,,,0.9343148357870895,1.0,0.9343148357870895
,,,,51.96725276708603,,,,,,3.4587595593775333,-0.7326959999999999,89.92205999999999,5.597620372857414,,,,,,,,,,,,,,,73.60296,3.6352176648964254,,,0.9235955056179775,1.0,0.9235955056179775
,,,,51.96725276708603,,,,,,3.4587595593775333,-2.8641840000000003,,,,,,,,,27.58215208450953,,,,,,,,89.92205999999999,,,,0.9229050279329609,1.0,0.9229050279329609
,,,,51.96725276708603,,,,,,,,103.91004,,,,,,,,,,,,,,3.4587595593775333,,73.60296,4.391287021537021,,,0.9227323628219485,1.0,0.9227323628219485
,,,,51.96725276708603,,,,,,,-0.632784,,,,,,,,,,,,,,,3.4587595593775333,,103.91004,,,,0.921875,1.0,0.921875
,,,,,,,,,,,-0.9325259999999976,,,,21.0,,,,,51.96725276708603,,,,,,,,73.60296,,,,0.923337091319053,1.0,0.923337091319053
,,,,,7.812628937643512,,,,,,,,,29.0,,1.0,,,,51.96725276708603,5.814693949301369,,,,,0.2959009529814776,-0.9325259999999976,73.60296,4.875940219569477,,,0.9217002237136466,1.0,0.9217002237136466
,,,,,,,,,,,,,,29.0,,1.0,,,,51.96725276708603,7.812628937643512,,,,,0.2959009529814776,-0.9325259999999976,149.87016,4.875940219569477,,,0.9217002237136466,1.0,0.9217002237136466
,,,,,,,,,,,-0.3449760000000003,73.60296,,,,,,,,,,,,,,,,,,,,0.9364358683314415,1.0,0.9364358683314415
,,,,,,,,,,,,73.60296,,,,,,,,,,,,,,1.2238687676104598,-0.3449760000000003,,,,,0.9301014656144306,1.0,0.9301014656144306
,,,,,,,,,0.3442953357092253,,,89.92211745493765,,,30.5,,,,,46.47239486575128,,,,,,,,73.60296,2.6389999861046896,,,0.9225589225589226,1.0,0.9225589225589226
,,,,,6.821334797665986,,,,,,,89.92211745493765,,,,,,,,,,,,,0.3286825274319069,,,73.60296,,,30.5,0.921612541993281,1.0,0.921612541993281
,,,,,,,,,,,,89.92211745493765,,,,,,,,,6.821334797665986,,,,,,,73.60296,,,30.5,0.9227323628219485,1.0,0.9227323628219485
,,,,56.61614900032679,8.712063860229081,,,,,,-2.2647060000000008,,,,,,,,,21.183333333333334,,,,,,,,89.92211745493765,,,,0.9217002237136466,1.0,0.9217002237136466
,,,,,,,,,,,0.3330419999999994,,,29.0,,,,,,56.61614900032679,7.0780877095912205,,,,,,,89.92211745493765,3.810582451214328,,,0.9217002237136466,1.0,0.9217002237136466
,,,,141.2,,,,,,,-0.2664360000000002,,,,,,,,,56.61614900032679,6.645376636409223,,,,,,,89.92211745493765,,29.0,,0.9206349206349206,1.0,0.9206349206349206
,,,,,,,,,,,,70.93854000000002,1.72481097722261,,,,,,,,,,,,,,,,,25.0,,0.9229050279329609,1.0,0.9229050279329609
,,,,,,,,,,,,70.93854000000002,,,,,,,,,,,,,,,,,1.72481097722261,25.0,,0.9333333333333333,1.0,0.9333333333333333
,,,,,,,,,,,-1.09905,79.9308,,,,,,,,,,,,,,,,72.93690000000002,,,,0.9259259259259259,1.0,0.9259259259259259
,,,,,,,,,,,-1.09905,96.91602,,,,,,,,,,,,,,,,92.9196,,,,0.9239373601789709,1.0,0.9239373601789709
,,,,74.65,,,,,,3.7702042753603786,,96.91602,5.522720535082091,,,,,,,,,,,,,,-1.09905,72.93690000000002,5.047061469261403,29.0,,0.9217002237136466,1.0,0.9217002237136466
,,,,,,,,,,3.7702042753603786,,96.91602,,,,,,,,74.65,,,,,0.2620172464521477,,-1.09905,72.93690000000002,,,,0.9212598425196851,1.0,0.9212598425196851
,,,,74.65,,,,,,3.7702042753603786,-0.7326987348180106,96.91602,5.522720535082091,29.0,,,,,,,,,,,,,-1.09905,72.93690000000002,5.047061469261403,,,0.921875,1.0,0.921875
,,,,74.65,,,,,,3.7702042753603786,,96.91602,5.522720535082091,29.0,,,,,,89.48333333333332,,,,,,,-0.7326987348180106,131.88581999999997,5.047061469261403,,,0.921875,1.0,0.921875
,,,,,,,,,,,,73.0782,,,,,,,,,,,,,,,,,,,,0.9471264367816092,1.0,0.9471264367816092
,,,,51.1,,,,,,,-0.932526,88.92298281654949,,,,,,,,,,,,,,,,73.0782,,,,0.9278466741826381,1.0,0.9278466741826381
,,,,51.1,,,,,,,-2.3979240000000006,,,,,,,,,32.69803255001704,,,,,,,,88.92298281654949,,,,0.921875,1.0,0.921875
,,,,,,,,,,,,80.92998,,29.0,,,,,,51.1,,,,,,,,73.0782,,,,0.9229050279329609,1.0,0.9229050279329609
,,,1.0,,,-0.007748597698565327,,,,,,,,29.0,,,,,,51.1,5.551954277077292,,,,,,,80.92998,3.0364530462202635,,,0.92152466367713,1.0,0.92152466367713
,,,,,,,,,0.1894692808053124,,,,,29.0,,,,,,51.1,5.551954277077292,-0.007748597698565327,,,,,,80.92998,3.7969232468230025,27.0,,0.921875,1.0,0.921875
,,,,,,,,,,,,,,29.0,,,,,,51.1,5.551954277077292,-0.007748597698565327,,,0.2465754289358918,,,80.92998,3.7969232468230025,27.0,,0.9217002237136466,1.0,0.9217002237136466
,,,,,,,,,,,-0.39965385535528,,,,21.0,,,,,51.1,,,,,,,,73.0782,2.5942915485832323,29.0,,0.9214365881032548,1.0,0.9214365881032548
,,,,,,,,,,,,,,,,,,,,198.75,,,,23.5,,,-0.39965385535528,73.0782,,29.0,,0.9217877094972067,1.0,0.9217877094972067
,,,,,,,,,,,,73.9359,,,15.5,,,,,,,,,15.0,,,,,,,,0.9280898876404494,1.0,0.9280898876404494
,,,,,,,,,,,,73.9359,,,,,,,,,,,,,,,,,,,15.5,0.9333333333333333,1.0,0.9333333333333333
,,,,51.5,,,,,,,-1.09905,103.91004,,,,,,,,,,,,,,,,73.9359,,,33.5,0.9238521836506159,1.0,0.9238521836506159
,,,,51.5,,,,,,,,103.91004,,,,,,,,,,,,,,3.908550456364007,-1.09905,73.9359,3.7968604994700166,,,0.922645739910314,1.0,0.922645739910314
